channelId,portId,channelName,channelLength,channelWidth,channelDepth,channelDepthAtChartDatum,oneWayOrTwoWay,maxVesselLOA,maxVesselBeam,maxVesselDraft,trafficSeparationScheme,speedLimit,tidalWindowRequired,pilotageCompulsory,tugEscortRequired,dayNightRestrictions,visibilityMinimum,windSpeedLimit,currentSpeedLimit,channelSegments,anchorageAreaId
40,10,Port of Yokohama Inner Navigation Channel,5106,340,17.1,16.5,One-Way,357,55,15.6,FALSE,10,FALSE,TRUE,FALSE,24/7 Operations,1000,45,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1691, ""width"": 312, ""depth"": 17.0, ""bearing"": 120}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1337, ""width"": 359, ""depth"": 17.5, ""bearing"": 106}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 315, ""width"": 358, ""depth"": 17.3, ""bearing"": 327}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1763, ""width"": 311, ""depth"": 16.9, ""bearing"": 59}]",40
41,10,Port of Yokohama Basin Access Channel,576,247,12.3,11.3,One-Way,292,49,10.8,FALSE,6,FALSE,TRUE,TRUE,None,500,30,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 215, ""width"": 220, ""depth"": 12.6, ""bearing"": 172}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 76, ""width"": 233, ""depth"": 11.9, ""bearing"": 306}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 73, ""width"": 270, ""depth"": 12.3, ""bearing"": 343}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 32, ""width"": 226, ""depth"": 12.5, ""bearing"": 321}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 180, ""width"": 256, ""depth"": 12.0, ""bearing"": 317}]",41
42,10,Port of Yokohama Terminal Access Fairway,1239,142,14.2,13.3,One-Way,298,42,12.7,FALSE,8,FALSE,TRUE,TRUE,Daylight Hours Preferred,500,40,4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 259, ""width"": 140, ""depth"": 14.2, ""bearing"": 324}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 156, ""width"": 170, ""depth"": 14.1, ""bearing"": 338}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 259, ""width"": 132, ""depth"": 13.9, ""bearing"": 307}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 565, ""width"": 170, ""depth"": 14.5, ""bearing"": 129}]",42
43,11,Port of Tokyo Main Approach Channel,11089,362,23.1,22.2,One-Way,366,65,21.6,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,750,35,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1871, ""width"": 366, ""depth"": 23.2, ""bearing"": 24}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2591, ""width"": 338, ""depth"": 22.7, ""bearing"": 300}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1920, ""width"": 389, ""depth"": 23.2, ""bearing"": 222}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 710, ""width"": 358, ""depth"": 22.7, ""bearing"": 103}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 3997, ""width"": 335, ""depth"": 23.0, ""bearing"": 42}]",43
44,11,Port of Tokyo Inner Navigation Channel,6609,195,15.4,14.7,One-Way,356,51,13.9,TRUE,8,TRUE,TRUE,TRUE,None,500,35,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2203, ""width"": 171, ""depth"": 15.3, ""bearing"": 251}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 744, ""width"": 192, ""depth"": 15.1, ""bearing"": 24}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3662, ""width"": 210, ""depth"": 15.5, ""bearing"": 285}]",44
45,11,Port of Tokyo Basin Access Channel,2405,210,10.6,9.7,One-Way,284,40,9.1,FALSE,10,FALSE,TRUE,FALSE,24/7 Operations,1000,45,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 779, ""width"": 184, ""depth"": 11.0, ""bearing"": 299}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 407, ""width"": 198, ""depth"": 10.2, ""bearing"": 325}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 401, ""width"": 232, ""depth"": 10.1, ""bearing"": 171}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 818, ""width"": 192, ""depth"": 10.3, ""bearing"": 298}]",45
46,11,Port of Tokyo Terminal Access Fairway,632,176,10.6,9.5,One-Way,252,41,9.1,TRUE,6,TRUE,FALSE,FALSE,None,1000,45,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 179, ""width"": 205, ""depth"": 11.0, ""bearing"": 72}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 71, ""width"": 151, ""depth"": 10.9, ""bearing"": 50}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 73, ""width"": 188, ""depth"": 10.3, ""bearing"": 358}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 123, ""width"": 196, ""depth"": 11.1, ""bearing"": 79}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 186, ""width"": 150, ""depth"": 11.1, ""bearing"": 238}]",46
47,12,Port of Kobe Main Approach Channel,19708,534,15.2,14.1,One-Way,370,61,13.7,TRUE,12,TRUE,TRUE,FALSE,Night Transit with Enhanced Pilotage,1500,35,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2996, ""width"": 513, ""depth"": 14.9, ""bearing"": 19}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 5951, ""width"": 556, ""depth"": 15.2, ""bearing"": 337}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3017, ""width"": 564, ""depth"": 15.6, ""bearing"": 224}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1549, ""width"": 554, ""depth"": 15.3, ""bearing"": 114}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 6195, ""width"": 540, ""depth"": 15.1, ""bearing"": 120}]",47
48,12,Port of Kobe Inner Navigation Channel,3539,225,14.6,13.8,Two-Way,302,49,13.1,FALSE,8,FALSE,TRUE,TRUE,24/7 Operations,500,45,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 753, ""width"": 224, ""depth"": 14.2, ""bearing"": 83}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 461, ""width"": 253, ""depth"": 14.5, ""bearing"": 205}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2325, ""width"": 237, ""depth"": 14.6, ""bearing"": 282}]",48
49,12,Port of Kobe Basin Access Channel,2024,111,12.8,11.5,One-Way,272,49,11.3,TRUE,8,TRUE,TRUE,FALSE,Daylight Hours Preferred,750,35,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 705, ""width"": 83, ""depth"": 13.1, ""bearing"": 40}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 235, ""width"": 114, ""depth"": 12.9, ""bearing"": 12}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1084, ""width"": 131, ""depth"": 12.4, ""bearing"": 316}]",49
50,12,Port of Kobe Terminal Access Fairway,1026,151,14.2,13,One-Way,300,46,12.7,FALSE,10,FALSE,TRUE,TRUE,None,1000,35,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 309, ""width"": 167, ""depth"": 13.7, ""bearing"": 62}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 255, ""width"": 165, ""depth"": 14.5, ""bearing"": 18}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 462, ""width"": 149, ""depth"": 14.0, ""bearing"": 235}]",50
51,13,Port of Nagoya Main Approach Channel,11372,504,18.8,17.7,Two-Way,373,65,17.3,TRUE,10,TRUE,TRUE,TRUE,None,1500,40,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2215, ""width"": 501, ""depth"": 18.9, ""bearing"": 325}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1642, ""width"": 482, ""depth"": 18.4, ""bearing"": 52}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 7515, ""width"": 495, ""depth"": 18.6, ""bearing"": 235}]",51
52,13,Port of Nagoya Inner Navigation Channel,3799,161,13.1,12,One-Way,364,54,11.6,TRUE,10,FALSE,TRUE,TRUE,Daylight Hours Preferred,1000,45,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 903, ""width"": 137, ""depth"": 13.1, ""bearing"": 225}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 832, ""width"": 140, ""depth"": 13.5, ""bearing"": 268}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 540, ""width"": 140, ""depth"": 12.8, ""bearing"": 144}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 435, ""width"": 184, ""depth"": 13.2, ""bearing"": 235}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1089, ""width"": 136, ""depth"": 12.8, ""bearing"": 130}]",52
53,13,Port of Nagoya Basin Access Channel,1142,194,14.6,13.7,One-Way,294,50,13.1,FALSE,10,TRUE,TRUE,FALSE,Daylight Hours Preferred,1500,30,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 374, ""width"": 212, ""depth"": 14.3, ""bearing"": 333}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 204, ""width"": 200, ""depth"": 14.6, ""bearing"": 203}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 207, ""width"": 210, ""depth"": 15.1, ""bearing"": 69}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 357, ""width"": 191, ""depth"": 14.7, ""bearing"": 310}]",53
54,13,Port of Nagoya Terminal Access Fairway,321,141,12,11.4,One-Way,256,46,10.5,FALSE,8,TRUE,TRUE,FALSE,None,750,35,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 55, ""width"": 115, ""depth"": 12.0, ""bearing"": 356}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 89, ""width"": 145, ""depth"": 12.2, ""bearing"": 257}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 37, ""width"": 139, ""depth"": 11.7, ""bearing"": 333}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 140, ""width"": 140, ""depth"": 11.8, ""bearing"": 350}]",54
55,14,Port of Kaohsiung Main Approach Channel,18815,337,22.5,21.6,One-Way,394,55,21,TRUE,14,FALSE,TRUE,FALSE,24/7 Operations,1500,30,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6282, ""width"": 365, ""depth"": 22.7, ""bearing"": 352}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4220, ""width"": 366, ""depth"": 22.8, ""bearing"": 249}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1882, ""width"": 353, ""depth"": 22.5, ""bearing"": 16}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1386, ""width"": 334, ""depth"": 22.5, ""bearing"": 32}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 5045, ""width"": 324, ""depth"": 22.2, ""bearing"": 282}]",55
56,14,Port of Kaohsiung Inner Navigation Channel,7123,226,14.6,14.1,Two-Way,336,49,13.1,TRUE,10,FALSE,TRUE,FALSE,Daylight Hours Preferred,750,45,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1433, ""width"": 242, ""depth"": 14.7, ""bearing"": 273}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1258, ""width"": 256, ""depth"": 14.2, ""bearing"": 209}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1607, ""width"": 246, ""depth"": 14.5, ""bearing"": 235}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 977, ""width"": 218, ""depth"": 14.8, ""bearing"": 185}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1848, ""width"": 211, ""depth"": 14.9, ""bearing"": 18}]",56
57,14,Port of Kaohsiung Basin Access Channel,666,161,10.9,9.5,One-Way,258,50,9.4,FALSE,8,TRUE,TRUE,FALSE,24/7 Operations,1000,40,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 231, ""width"": 156, ""depth"": 10.6, ""bearing"": 270}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 74, ""width"": 174, ""depth"": 11.4, ""bearing"": 171}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 84, ""width"": 147, ""depth"": 11.2, ""bearing"": 85}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 277, ""width"": 178, ""depth"": 10.6, ""bearing"": 200}]",57
58,14,Port of Kaohsiung Terminal Access Fairway,928,114,14,12.5,One-Way,279,42,12.5,TRUE,6,TRUE,TRUE,TRUE,Daylight Hours Preferred,1500,45,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 189, ""width"": 109, ""depth"": 14.0, ""bearing"": 341}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 176, ""width"": 134, ""depth"": 14.5, ""bearing"": 110}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 156, ""width"": 86, ""depth"": 13.5, ""bearing"": 140}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 407, ""width"": 141, ""depth"": 13.8, ""bearing"": 265}]",58
59,15,Port of Taipei Main Approach Channel,9108,510,22.8,21.7,Two-Way,377,63,21.3,TRUE,12,TRUE,TRUE,TRUE,None,1500,40,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2026, ""width"": 503, ""depth"": 22.7, ""bearing"": 239}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 7082, ""width"": 520, ""depth"": 23.3, ""bearing"": 284}]",59
60,15,Port of Taipei Inner Navigation Channel,6994,320,17.6,16.5,One-Way,327,51,16.1,TRUE,10,FALSE,TRUE,TRUE,24/7 Operations,1500,30,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1851, ""width"": 324, ""depth"": 17.3, ""bearing"": 155}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1797, ""width"": 305, ""depth"": 17.3, ""bearing"": 121}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3346, ""width"": 332, ""depth"": 17.8, ""bearing"": 319}]",60
61,15,Port of Taipei Basin Access Channel,1570,159,11.1,10.1,Two-Way,306,41,9.6,FALSE,10,TRUE,TRUE,FALSE,None,500,45,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 559, ""width"": 138, ""depth"": 11.4, ""bearing"": 167}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1011, ""width"": 169, ""depth"": 11.3, ""bearing"": 292}]",61
62,15,Port of Taipei Terminal Access Fairway,479,120,13.3,11.8,One-Way,284,45,11.8,FALSE,6,TRUE,TRUE,FALSE,None,1500,35,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 182, ""width"": 92, ""depth"": 13.2, ""bearing"": 314}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 73, ""width"": 146, ""depth"": 13.3, ""bearing"": 161}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 85, ""width"": 140, ""depth"": 13.1, ""bearing"": 106}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 139, ""width"": 99, ""depth"": 13.1, ""bearing"": 231}]",62
63,16,Port Klang Main Approach Channel,19478,200,14.4,13.5,Two-Way,379,59,12.9,TRUE,12,TRUE,TRUE,TRUE,None,750,45,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3082, ""width"": 191, ""depth"": 14.7, ""bearing"": 144}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3727, ""width"": 229, ""depth"": 14.1, ""bearing"": 83}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 12669, ""width"": 181, ""depth"": 14.5, ""bearing"": 80}]",63
64,16,Port Klang Inner Navigation Channel,5488,318,18,17.4,Two-Way,346,55,16.5,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,750,35,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1000, ""width"": 291, ""depth"": 18.5, ""bearing"": 80}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4488, ""width"": 326, ""depth"": 17.5, ""bearing"": 112}]",64
65,16,Port Klang Basin Access Channel,2446,220,11.2,9.7,One-Way,288,50,9.7,FALSE,8,TRUE,TRUE,FALSE,24/7 Operations,500,40,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 839, ""width"": 198, ""depth"": 11.2, ""bearing"": 92}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 599, ""width"": 212, ""depth"": 11.2, ""bearing"": 306}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 194, ""width"": 218, ""depth"": 11.1, ""bearing"": 125}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 265, ""width"": 234, ""depth"": 11.6, ""bearing"": 26}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 549, ""width"": 213, ""depth"": 10.7, ""bearing"": 309}]",65
66,16,Port Klang Terminal Access Fairway,1065,147,15,13.8,One-Way,286,40,13.5,FALSE,10,TRUE,TRUE,FALSE,None,1000,45,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 189, ""width"": 153, ""depth"": 14.8, ""bearing"": 338}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 342, ""width"": 137, ""depth"": 15.4, ""bearing"": 354}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 534, ""width"": 151, ""depth"": 14.5, ""bearing"": 347}]",66
67,17,Port of Tanjung Pelepas Main Approach Channel,18161,353,18,16.7,One-Way,371,55,16.5,FALSE,12,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,750,45,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5694, ""width"": 329, ""depth"": 17.7, ""bearing"": 93}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3666, ""width"": 333, ""depth"": 18.5, ""bearing"": 152}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 8801, ""width"": 324, ""depth"": 18.4, ""bearing"": 298}]",67
68,17,Port of Tanjung Pelepas Inner Navigation Channel,6280,164,14.9,13.6,Two-Way,308,49,13.4,TRUE,8,FALSE,TRUE,FALSE,None,1000,30,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2390, ""width"": 157, ""depth"": 15.2, ""bearing"": 211}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 832, ""width"": 157, ""depth"": 15.2, ""bearing"": 162}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 722, ""width"": 134, ""depth"": 14.5, ""bearing"": 309}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 929, ""width"": 185, ""depth"": 15.0, ""bearing"": 90}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1407, ""width"": 193, ""depth"": 15.4, ""bearing"": 212}]",68
69,17,Port of Tanjung Pelepas Basin Access Channel,1790,164,15.3,14.2,One-Way,301,44,13.8,FALSE,10,TRUE,TRUE,TRUE,24/7 Operations,500,30,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 432, ""width"": 170, ""depth"": 15.5, ""bearing"": 5}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 379, ""width"": 147, ""depth"": 15.3, ""bearing"": 251}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 340, ""width"": 171, ""depth"": 15.8, ""bearing"": 302}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 639, ""width"": 153, ""depth"": 15.2, ""bearing"": 236}]",69
70,17,Port of Tanjung Pelepas Terminal Access Fairway,911,113,14.6,13.7,One-Way,306,44,13.1,FALSE,6,FALSE,TRUE,FALSE,24/7 Operations,1500,30,2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 197, ""width"": 136, ""depth"": 14.3, ""bearing"": 42}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 714, ""width"": 136, ""depth"": 14.5, ""bearing"": 212}]",70
71,18,Port of Ho Chi Minh City Main Approach Channel,14080,467,16.7,15.5,Two-Way,397,57,15.2,TRUE,14,TRUE,TRUE,TRUE,24/7 Operations,750,40,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3899, ""width"": 468, ""depth"": 17.0, ""bearing"": 337}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1764, ""width"": 486, ""depth"": 17.1, ""bearing"": 311}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 8417, ""width"": 495, ""depth"": 17.1, ""bearing"": 71}]",71
72,18,Port of Ho Chi Minh City Inner Navigation Channel,5463,282,13.9,12.5,One-Way,316,53,12.4,TRUE,8,TRUE,TRUE,FALSE,None,750,30,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1892, ""width"": 295, ""depth"": 13.7, ""bearing"": 32}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 623, ""width"": 253, ""depth"": 14.2, ""bearing"": 124}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 626, ""width"": 271, ""depth"": 13.9, ""bearing"": 148}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 387, ""width"": 295, ""depth"": 13.4, ""bearing"": 265}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1935, ""width"": 273, ""depth"": 13.5, ""bearing"": 105}]",72
73,18,Port of Ho Chi Minh City Basin Access Channel,2580,190,15.6,14.8,One-Way,318,42,14.1,TRUE,6,TRUE,TRUE,FALSE,24/7 Operations,500,35,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 943, ""width"": 197, ""depth"": 15.6, ""bearing"": 48}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 397, ""width"": 168, ""depth"": 15.2, ""bearing"": 307}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 243, ""width"": 161, ""depth"": 15.8, ""bearing"": 170}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 997, ""width"": 175, ""depth"": 15.4, ""bearing"": 269}]",73
74,18,Port of Ho Chi Minh City Terminal Access Fairway,668,157,11.8,11.1,One-Way,308,43,10.3,FALSE,10,TRUE,TRUE,TRUE,24/7 Operations,500,45,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 101, ""width"": 184, ""depth"": 11.9, ""bearing"": 231}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 567, ""width"": 187, ""depth"": 12.1, ""bearing"": 97}]",74
75,19,Port of Hai Phong Main Approach Channel,17946,581,23.3,22.1,Two-Way,386,64,21.8,TRUE,12,TRUE,TRUE,TRUE,None,750,45,2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6409, ""width"": 556, ""depth"": 23.5, ""bearing"": 173}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4201, ""width"": 596, ""depth"": 23.2, ""bearing"": 340}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 7336, ""width"": 573, ""depth"": 23.5, ""bearing"": 323}]",75
76,19,Port of Hai Phong Inner Navigation Channel,3237,166,14.5,13.9,Two-Way,336,54,13,TRUE,10,TRUE,TRUE,FALSE,24/7 Operations,750,40,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 589, ""width"": 140, ""depth"": 14.8, ""bearing"": 86}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 992, ""width"": 163, ""depth"": 14.4, ""bearing"": 160}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 261, ""width"": 145, ""depth"": 14.2, ""bearing"": 57}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 547, ""width"": 140, ""depth"": 14.0, ""bearing"": 103}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 848, ""width"": 191, ""depth"": 14.3, ""bearing"": 183}]",76
