recordId,vesselType,vesselLOA,vesselBeam,blockCoefficient,transitSpeed,cargoType,vesselStaticDraft,vesselDynamicDraft,cargoCondition,arrivalDraft,departureDraft,requiredUKC,requiredUKCSpec,ukcPolicy,channelDepthAtTide,berthDepthAtTide,tideHeight,waveCondition,waveHeight,squatAllowance,heelAllowance,waveResponseAllowance,safetyMargin,totalAllowances,calculatedUKC,ukcMargin,ukcStatus,optimalTransitTime,isConfined
114,MR_Tanker,176,31,0.798,15.8,Chemicals,10.22,13.22,Laden,10.22,5.62,1.16,1.16m,Gross,14.6,13.5,3.18,Slight,0.93,3,0.17,0.47,0.71,4.35,4.38,3.22,Safe,01:30,TRUE
115,Aframax,251,42,0.809,13.9,Crude Oil,14.1,14.79,PartLaden,11.79,8.89,1.54,13.1%,Gross,19.8,18.3,0.59,Slight,1.09,3,0.38,0.43,0.5,4.31,8.01,6.47,Safe,23:00,TRUE
116,VLCC,333,60,0.846,12.4,Crude Oil,18.36,17.23,PartLaden,14.23,10.54,1.84,13.0%,Gross,19.5,17.8,9.97,Slight,0.77,3,0.22,0.23,0.36,3.81,5.27,3.43,Safe,10:30,TRUE
117,Neo_Panamax,334,51,0.678,21.4,Containers,13.81,16.81,Laden,13.81,8.62,1.49,10.8%,Gross,22.2,21.3,1.32,Slight,0.86,3,0.44,0.26,0.73,4.43,8.39,6.9,Safe,00:45,TRUE
118,MR_Tanker,186,30,0.791,15.2,Refined Products,11.48,9.31,Ballast,6.31,9.13,1.77,1.77m,Gross,14.5,13.9,1.71,Moderate,1.93,3,0.13,0.96,0.5,4.59,8.19,6.42,Safe,05:00,TRUE
119,Panamax_Container,264,34,0.652,22.9,Containers,13.07,16.07,Laden,13.07,8.5,0.9,0.9m,Net,18.2,16.8,0.92,Slight,0.96,3,0.42,0.36,0.5,4.28,1.35,0.45,Marginal,00:15,FALSE
120,Handysize_Bulk,151,30,0.815,12.8,Steel,8.62,7.31,Ballast,4.31,8.62,0.61,14.2%,Gross,10.2,9,5.46,Calm,0.25,3,0.17,0,0.35,3.52,5.89,5.28,Safe,09:00,TRUE
121,Panamax_Container,264,33,0.637,22.3,Containers,13.27,16.27,Laden,13.27,9.9,1.26,1.26m,Dynamic,18.7,17.8,1.16,Slight,0.86,3,0.33,0.33,0.68,4.34,1.77,0.51,Adequate,22:30,FALSE
122,Neo_Panamax,362,48,0.691,22.4,Containers,15.03,13.31,PartLaden,10.31,14.08,1.15,11.2%,Gross,18.2,16.5,8.49,Calm,0.5,3,0.75,0.14,0.78,4.67,7.89,6.74,Safe,22:30,TRUE
123,VLCC,323,58,0.842,14,Crude Oil,20.06,12.03,Ballast,9.03,20.06,0.85,9.4%,Net,15.5,14.6,2.32,Moderate,1.36,3,0.32,0.42,0.42,4.16,2.73,1.88,Safe,01:15,TRUE
124,Capesize_Bulk,291,45,0.835,12.3,Iron Ore,16.82,9.38,Ballast,7.06,14.72,0.56,0.56m,Net,11.3,9.8,2.23,Slight,0.76,2.32,0.36,0.26,0.3,3.24,1.3,0.74,Adequate,02:00,FALSE
125,Feeder_Container,187,27,0.616,18.5,Containers,8.33,11.33,Laden,8.33,5.66,0.75,0.75m,Net,13.9,13.4,2.44,Moderate,1.93,3,0.33,0.96,0.32,4.61,1.28,0.53,Adequate,10:00,FALSE
126,VLCC,346,55,0.851,12.8,Crude Oil,20.35,23.35,Laden,20.35,14.02,1.14,1.14m,Dynamic,25.7,24.2,0.58,Slight,1.17,3,0.35,0.34,0.7,4.39,1.66,0.52,Adequate,05:00,FALSE
127,LNG_Carrier,326,55,0.731,19.3,LNG,11.03,10.17,Ballast,7.17,8.31,0.95,0.95m,Net,13,12,0.13,Rough,3.33,3,0.38,1.02,0.63,5.03,1.43,0.48,Marginal,19:00,TRUE
128,Feeder_Container,156,28,0.621,17.2,Containers,8.53,8.8,Ballast,5.8,8.53,0.63,10.9%,Dynamic,11,9.5,1.5,Moderate,2.11,3,0.16,1.05,0.69,4.9,0.99,0.36,Marginal,08:30,FALSE
129,Panamax_Tanker,243,38,0.788,15,Refined Products,11.87,14.87,Laden,11.87,6.17,0.7,0.7m,Net,17.6,15.7,0.38,Slight,0.99,3,0.33,0.41,0.67,4.41,1.99,1.29,Safe,21:30,TRUE
130,LNG_Carrier,310,55,0.727,18.4,LNG,11.26,12.44,PartLaden,9.44,9.93,0.88,9.3%,Dynamic,14.1,12.2,1.55,Calm,0.2,3,0.41,0,0.46,3.87,1.25,0.37,Marginal,20:45,TRUE
131,LNG_Carrier,341,55,0.749,19.2,LNG,12.11,15.11,Laden,12.11,8.85,0.66,0.66m,Net,17.5,16.8,1.33,Moderate,2.2,3,0.59,0.65,0.43,4.67,1.15,0.49,Marginal,02:00,TRUE
132,MR_Tanker,171,28,0.782,15.3,Chemicals,11.05,9.08,Ballast,6.08,11.05,0.57,9.3%,Net,11.8,10.1,1.87,Moderate,1.67,3,0.18,0.83,0.34,4.35,1.71,1.14,Safe,02:00,FALSE
133,Panamax_Tanker,224,32,0.802,13.8,Chemicals,12.18,15.18,Laden,12.18,7.59,1.14,9.3%,Dynamic,20.3,18.8,2.5,Rough,3.79,3,0.27,1.5,0.48,5.25,3.35,2.21,Safe,02:00,TRUE
134,Cruise_Ship,336,40,0.603,18.2,Passengers,7.58,9.2,PartLaden,6.2,4.1,0.72,11.7%,Dynamic,13.6,12,1.51,Moderate,1.48,3,0.49,0.44,0.33,4.26,3.47,2.75,Safe,22:45,TRUE
135,Capesize_Bulk,272,46,0.865,13.1,Iron Ore,18.19,10.64,Ballast,7.64,13.59,1.67,1.67m,Gross,13.9,12.1,1.1,Slight,0.97,3,0.36,0.36,0.3,4.02,6.26,4.59,Safe,00:00,TRUE
136,General_Cargo,142,28,0.72,13.7,General Cargo,8.71,6.79,Ballast,4.79,7.59,1.44,1.44m,Gross,13.1,11.8,1.2,Calm,0.41,2,0.2,0,0.78,2.98,8.31,6.87,Safe,11:00,FALSE
137,Aframax,246,46,0.803,14,Refined Products,12.79,15.79,Laden,12.79,8.22,1.71,13.4%,Gross,17.5,16.9,8.16,Moderate,2.13,3,0.39,0.87,0.54,4.8,4.71,3,Safe,11:15,TRUE
138,LNG_Carrier,289,45,0.742,16.2,LNG,11.26,11.6,PartLaden,8.6,9.81,0.9,10.5%,Dynamic,13.4,12.7,0.1,Slight,0.52,3,0.22,0.18,0.36,3.76,1.4,0.5,Marginal,21:00,FALSE
139,Panamax_Tanker,228,36,0.809,14.4,Chemicals,13.06,16.06,Laden,13.06,6.79,1.26,9.7%,Dynamic,18.2,16.4,0.19,Slight,0.75,3,0.35,0.33,0.4,4.08,1.46,0.2,Marginal,05:30,FALSE
140,Handymax_Bulk,171,32,0.814,13.5,Fertilizer,11.93,14.67,Laden,11.93,7.04,1.8,1.8m,Gross,20.4,19.6,1,Calm,0.13,2.74,0.27,0,0.7,3.71,8.47,6.67,Safe,04:00,FALSE
141,ULCV,392,58,0.709,22,Containers,15.52,18.52,Laden,15.52,9.31,0.78,5.1%,Net,22,20.3,0.11,Moderate,2.07,3,0.76,0.53,0.4,4.69,2.19,1.41,Safe,10:45,TRUE
142,General_Cargo,154,27,0.716,13.9,Steel,7.87,10.87,Laden,7.87,4.33,1.02,13.0%,Gross,11.1,10.1,3.07,Very Rough,4.94,3,0.14,1.5,0.55,5.19,3.23,2.21,Safe,16:30,FALSE
143,Aframax,249,42,0.805,12.3,Crude Oil,13.61,16.61,Laden,13.61,6.8,1.23,9.0%,Net,18.9,18.4,2.57,Slight,0.92,3,0.24,0.37,0.66,4.27,1.68,0.45,Marginal,13:30,TRUE
144,General_Cargo,127,20,0.742,14,Project Cargo,8.74,7.5,Ballast,4.81,8.74,0.5,5.6%,Net,9.2,8,1.92,Slight,1.05,2.69,0.18,0.53,0.53,3.93,0.99,0.49,Marginal,14:15,FALSE
145,Panamax_Bulk,224,33,0.84,14.8,Iron Ore,13.93,12.9,PartLaden,9.9,8.91,0.88,0.88m,Dynamic,14.3,13.5,3.94,Slight,0.53,3,0.26,0.24,0.79,4.29,0.9,0.02,Marginal,12:45,TRUE
146,Aframax,236,47,0.819,13.2,Refined Products,13.07,13.09,PartLaden,10.09,11.3,1.39,13.8%,Gross,18.4,17.7,1.81,Slight,0.76,3,0.18,0.32,0.33,3.83,8.31,6.92,Safe,06:30,TRUE
147,ULCV,395,61,0.702,22.7,Containers,16.38,19.38,Laden,16.38,10.87,2.37,14.5%,Gross,23.9,23.1,2.19,Rough,3.45,3,0.8,0.87,0.77,5.44,7.52,5.15,Safe,21:45,FALSE
148,Capesize_Bulk,276,48,0.866,13.5,Coal,18.11,10.61,Ballast,7.61,18.11,0.63,8.3%,Dynamic,13,11.7,4.89,Calm,0.32,3,0.26,0,0.62,3.88,2.13,1.5,Safe,01:00,TRUE
149,Suezmax,274,49,0.823,14.1,Refined Products,16.35,19.35,Laden,16.35,7.85,1.17,7.1%,Net,23,21.1,7.32,Slight,0.89,3,0.27,0.32,0.35,3.94,3.06,1.89,Safe,15:30,TRUE
150,Cruise_Ship,293,33,0.583,23.5,Passengers,8.17,9.72,PartLaden,6.72,7.22,0.71,10.5%,Dynamic,12.1,11.1,3.64,Calm,0.34,3,0.32,0,0.57,3.89,2.06,1.35,Safe,23:30,FALSE
151,Panamax_Bulk,241,37,0.834,14,Iron Ore,13.42,16.42,Laden,13.42,7.7,1.43,10.7%,Dynamic,18.8,17.7,1.49,Calm,0.32,3,0.32,0,0.47,3.79,2.06,0.63,Adequate,05:00,TRUE
152,Panamax_Container,277,38,0.672,23.7,Containers,12.85,11.35,Ballast,8.35,9.84,1.36,1.36m,Dynamic,14.8,13.9,4.48,Rough,3.11,3,0.49,1.12,0.69,5.3,1.84,0.48,Marginal,06:45,TRUE
153,Panamax_Container,291,37,0.622,22.7,Containers,12.92,15.92,Laden,12.92,8.4,1.97,1.97m,Gross,18.3,16.8,2.82,Calm,0.18,3,0.57,0,0.63,4.2,5.38,3.41,Safe,05:00,FALSE
154,LNG_Carrier,304,52,0.753,18.6,LNG,12.35,11.03,Ballast,8.03,12.35,1.05,13.1%,Gross,13.6,13,1.08,Slight,0.84,3,0.57,0.28,0.39,4.24,5.57,4.52,Safe,11:45,TRUE
155,Panamax_Container,268,33,0.623,21.7,Containers,13.24,13.35,PartLaden,10.35,7.35,1.16,1.16m,Gross,16.4,15.3,3.76,Very Rough,5.6,3,0.24,1.5,0.53,5.27,6.05,4.89,Safe,06:15,FALSE
156,Panamax_Tanker,249,38,0.784,14.2,Refined Products,12.99,15.99,Laden,12.99,9.64,1.42,10.9%,Dynamic,19.2,17.7,0.96,Rough,2.85,3,0.2,1.14,0.46,4.8,1.87,0.45,Marginal,05:15,TRUE
157,LNG_Carrier,341,47,0.756,18.9,LNG,12.32,11.64,PartLaden,8.64,10.98,0.96,11.1%,Dynamic,14.6,13.7,2.14,Rough,3.67,3,0.44,1.08,0.42,4.94,1.44,0.48,Marginal,06:45,TRUE
158,Handymax_Bulk,181,32,0.828,13.7,Cement,11.18,14.18,Laden,11.18,5.37,1.05,1.05m,Dynamic,17.5,16,1.94,Slight,0.67,3,0.29,0.34,0.67,4.3,2.69,1.64,Safe,19:15,TRUE
159,ULCV,395,60,0.691,22.3,Containers,14.73,15.23,PartLaden,12.23,13.01,0.59,0.59m,Net,17.5,16.7,9.74,Calm,0.18,3,0.67,0,0.73,4.4,1.6,1.01,Safe,19:45,TRUE
160,Feeder_Container,190,23,0.624,19.1,Containers,10.54,10.71,PartLaden,7.71,5.01,0.5,5.8%,Net,14.2,12.5,1.2,Slight,0.59,3,0.27,0.29,0.61,4.17,2.93,2.43,Safe,03:45,TRUE
161,Cruise_Ship,331,42,0.63,22.7,Passengers,8.48,11.48,Laden,8.48,4.96,0.74,8.7%,Dynamic,13.6,12.2,4.24,Moderate,2.16,3,0.28,0.65,0.38,4.31,1.19,0.45,Marginal,19:00,FALSE
162,General_Cargo,144,27,0.701,13.7,Project Cargo,9.88,9.56,PartLaden,7.13,5.3,0.89,0.89m,Net,14,13,1.05,Slight,0.8,2.43,0.21,0.4,0.32,3.36,3.83,2.94,Safe,08:45,FALSE
163,Suezmax,274,52,0.813,14,Refined Products,15.46,10.42,Ballast,7.42,12.29,1.82,1.82m,Gross,15.1,13.3,2.42,Slight,0.58,3,0.33,0.21,0.69,4.23,7.68,5.86,Safe,12:00,TRUE
164,LNG_Carrier,287,45,0.741,18.5,LNG,12.15,12.55,PartLaden,9.55,10.37,0.64,0.64m,Net,15,14.4,1.61,Rough,3.9,3,0.42,1.36,0.44,5.22,0.67,0.03,Marginal,15:45,FALSE
165,VLCC,344,60,0.858,12.8,Crude Oil,18.61,18.62,PartLaden,15.62,16.77,1.95,1.95m,Gross,23.8,22.3,0.27,Calm,0.36,3,0.46,0,0.38,3.84,8.18,6.23,Safe,15:45,TRUE
166,Suezmax,281,49,0.813,12.9,Crude Oil,15.65,18.65,Laden,15.65,7.51,1.68,10.7%,Dynamic,20.9,19.4,4.72,Slight,0.61,3,0.35,0.22,0.49,4.06,1.68,0,Marginal,07:15,TRUE
167,Handymax_Bulk,199,29,0.814,13.4,Fertilizer,10.3,7.94,Ballast,4.94,8.53,0.84,0.84m,Net,10.3,9.2,1.42,Calm,0.13,3,0.21,0,0.58,3.79,2.15,1.31,Safe,06:30,TRUE
168,Panamax_Container,267,37,0.626,23.7,Containers,12.41,11.99,PartLaden,8.99,11.4,1.11,12.4%,Gross,16.9,15.8,0.43,Calm,0.4,3,0.41,0,0.45,3.86,7.91,6.8,Safe,18:00,FALSE
169,Suezmax,293,49,0.836,14.5,Crude Oil,15.81,18.81,Laden,15.81,11,2.13,13.5%,Gross,20.2,19.1,2.24,Slight,1.04,3,0.38,0.35,0.51,4.24,4.39,2.26,Safe,06:30,TRUE
170,Panamax_Container,267,33,0.636,22.3,Containers,13.01,16.01,Laden,13.01,8.46,1.13,8.7%,Net,19.9,18.4,7.4,Rough,2.85,3,0.5,1.07,0.67,5.24,2.32,1.19,Safe,20:00,TRUE
171,Cruise_Ship,307,35,0.589,20.8,Passengers,8.02,11.02,Laden,8.02,5.96,0.74,9.2%,Net,13.3,12.5,10.4,Moderate,1.8,3,0.45,0.59,0.52,4.56,1.24,0.5,Adequate,06:45,TRUE
172,MR_Tanker,186,30,0.765,14.8,Chemicals,10.85,8.46,Ballast,5.97,9.29,0.5,5.9%,Net,12.3,10.6,0.92,Calm,0.41,2.49,0.29,0,0.77,3.55,3.55,3.05,Safe,20:00,FALSE
173,Feeder_Container,167,23,0.625,19.8,Containers,9.47,12.47,Laden,9.47,6.38,0.93,9.8%,Net,15.5,14.6,1.01,Slight,0.92,3,0.19,0.46,0.55,4.2,2.38,1.45,Safe,02:00,FALSE
174,Car_Carrier,194,30,0.554,20.6,Vehicles,9.02,10.01,PartLaden,7.01,5.15,1.98,1.98m,Gross,13.1,11.8,1.67,Moderate,2,3,0.26,1,0.73,4.99,6.09,4.11,Safe,23:45,FALSE
175,Panamax_Container,262,34,0.651,21.4,Containers,12.89,15.89,Laden,12.89,8.38,1.15,9.0%,Net,19,18,2.44,Moderate,1.71,3,0.27,0.65,0.71,4.63,2.19,1.04,Safe,19:15,TRUE
176,VLCC,326,61,0.843,12.7,Crude Oil,21.78,24.78,Laden,21.78,9.8,2.99,13.7%,Gross,28.2,26.9,1.6,Calm,0.01,3,0.31,0,0.78,4.09,6.42,3.43,Safe,15:00,FALSE
177,Panamax_Bulk,238,34,0.832,14.9,Iron Ore,14.03,9.31,Ballast,6.31,11.62,0.68,10.9%,Gross,12,11.2,1.29,Calm,0.31,3,0.34,0,0.6,3.94,5.69,5.01,Safe,17:30,TRUE
178,Handysize_Bulk,166,28,0.81,12.2,Grain,10.03,12.98,Laden,10.03,6.71,1.09,1.09m,Gross,13.8,12.2,4.86,Calm,0.18,2.95,0.19,0,0.51,3.65,3.77,2.68,Safe,22:15,FALSE
179,General_Cargo,152,22,0.744,13,Steel,9.65,12.65,Laden,9.65,5.31,1.45,1.45m,Dynamic,16.5,15,3.05,Calm,0.39,3,0.09,0,0.45,3.54,3.76,2.31,Safe,06:00,TRUE
180,Car_Carrier,225,31,0.584,18.8,Vehicles,9.76,10.01,PartLaden,7.01,8.13,1.9,1.9m,Gross,11.6,11,2.26,Moderate,1.57,3,0.27,0.7,0.75,4.72,4.59,2.69,Safe,08:15,FALSE
181,Panamax_Container,287,36,0.654,23.7,Containers,13.22,11.59,Ballast,8.59,13.22,0.88,10.3%,Gross,12.9,11.2,3.77,Calm,0.06,3,0.27,0,0.33,3.6,4.31,3.43,Safe,19:45,TRUE
182,Capesize_Bulk,271,46,0.867,14.2,Iron Ore,18.24,21.24,Laden,18.24,7.66,2.09,11.5%,Dynamic,25.7,24.6,0.63,Calm,0.12,3,0.38,0,0.39,3.77,4.08,1.99,Safe,15:45,TRUE
183,Aframax,233,45,0.793,13.9,Crude Oil,14.45,10.22,Ballast,7.22,14.45,0.64,8.9%,Dynamic,12.2,11.2,4.62,Moderate,1.34,3,0.22,0.58,0.42,4.22,1.18,0.54,Adequate,07:15,FALSE
184,LNG_Carrier,297,53,0.736,18.8,LNG,11.28,11.38,PartLaden,8.38,6.83,0.96,0.96m,Dynamic,15.4,13.6,3.85,Slight,1,3,0.54,0.34,0.43,4.31,3.14,2.18,Safe,23:30,TRUE
185,Panamax_Bulk,239,34,0.844,13.8,Iron Ore,12.93,8.2,Ballast,5.82,12.93,1.39,1.39m,Dynamic,14.1,13.4,0.93,Moderate,2.41,2.38,0.25,1.01,0.38,4.02,4.64,3.25,Safe,01:00,FALSE
186,Aframax,249,42,0.811,12.9,Crude Oil,14.32,10.16,Ballast,7.16,10.49,1.64,1.64m,Gross,12.7,11.3,3.04,Slight,0.89,3,0.2,0.36,0.79,4.35,5.54,3.9,Safe,14:15,TRUE
187,Capesize_Bulk,276,49,0.868,13.4,Coal,16.01,9.72,Ballast,6.72,16.01,1.41,1.41m,Dynamic,14.9,13,11.71,Slight,0.76,3,0.19,0.28,0.76,4.23,4.71,3.3,Safe,18:45,TRUE
188,Handymax_Bulk,194,31,0.827,14.3,Fertilizer,11.33,14.33,Laden,11.33,6.65,1.22,1.22m,Dynamic,18.5,17.1,4.41,Rough,3.6,3,0.22,1.5,0.74,5.46,2.45,1.23,Safe,16:30,FALSE
189,Cruise_Ship,331,32,0.617,21,Passengers,9.48,10.99,PartLaden,7.99,5.83,0.85,10.6%,Dynamic,13.2,12.5,4.59,Moderate,2.11,3,0.2,0.64,0.45,4.29,1.37,0.52,Adequate,23:30,FALSE
190,Feeder_Container,167,22,0.649,18.8,Containers,8.63,8.87,Ballast,5.87,7.18,0.5,6.9%,Net,11.4,10.8,1.4,Calm,0.25,3,0.26,0,0.47,3.73,2.27,1.77,Safe,06:45,TRUE
191,Suezmax,297,49,0.828,12.2,Refined Products,16.35,19.35,Laden,16.35,7.85,1.34,8.2%,Dynamic,23.1,22,4.92,Slight,1.15,3,0.19,0.39,0.46,4.04,3.17,1.83,Safe,18:15,FALSE
192,ULCV,393,62,0.702,22.5,Containers,16.13,19.13,Laden,16.13,10.66,0.97,0.97m,Net,23.7,23,2.08,Slight,1.19,3,0.65,0.3,0.4,4.35,3.62,2.65,Safe,17:15,FALSE
193,MR_Tanker,170,31,0.796,14.4,Chemicals,11.05,14.05,Laden,11.05,6.08,0.87,7.8%,Net,17.6,17.1,0.74,Moderate,1.3,3,0.13,0.65,0.76,4.54,2.77,1.9,Safe,16:45,TRUE
194,Suezmax,277,49,0.822,13.4,Crude Oil,15.91,18.91,Laden,15.91,7.64,1.38,8.6%,Dynamic,21.7,19.7,2.7,Rough,2.85,3,0.32,1.03,0.58,4.93,1.44,0.06,Marginal,08:30,FALSE
195,Suezmax,273,48,0.817,12.7,Refined Products,15.49,10.44,Ballast,7.44,15.49,0.83,11.2%,Dynamic,15.2,14.4,0.07,Calm,0.25,3,0.39,0,0.71,4.1,4.37,3.54,Safe,13:00,TRUE
196,Capesize_Bulk,295,46,0.858,14.2,Iron Ore,16.54,13.88,PartLaden,10.88,10.53,0.85,0.85m,Net,18.5,17.4,1.1,Calm,0.17,3,0.21,0,0.47,3.68,4.41,3.56,Safe,05:15,TRUE
197,Aframax,234,48,0.816,13.2,Crude Oil,14.7,17.7,Laden,14.7,7.35,0.53,0.53m,Net,19.3,18.4,9.53,Slight,0.51,3,0.43,0.22,0.67,4.32,0.95,0.42,Marginal,10:45,TRUE
198,Capesize_Bulk,273,45,0.865,12.5,Iron Ore,17.88,10.51,Ballast,7.51,14.43,0.94,0.94m,Dynamic,14.7,13.9,0.79,Moderate,2.4,3,0.34,0.88,0.41,4.63,2.97,2.03,Safe,19:45,TRUE
199,General_Cargo,152,27,0.717,14.7,Project Cargo,9.03,12.03,Laden,9.03,5.82,0.81,0.81m,Net,16.4,15.5,1.18,Slight,0.96,3,0.16,0.48,0.7,4.34,3.73,2.92,Safe,04:45,TRUE
200,Neo_Panamax,356,52,0.669,22.7,Containers,14.22,11.82,Ballast,8.82,11.39,1.01,11.5%,Dynamic,13.9,13.3,1.98,Slight,0.74,3,0.54,0.21,0.79,4.54,1.33,0.32,Marginal,21:45,FALSE
201,Panamax_Bulk,232,35,0.853,13.2,Grain,14.24,17.24,Laden,14.24,6.41,1.37,1.37m,Gross,17.8,16.4,1.08,Rough,2.6,3,0.19,1.12,0.49,4.8,3.56,2.19,Safe,04:30,TRUE
202,Car_Carrier,196,35,0.617,18.8,Vehicles,8.17,9.13,Ballast,6.13,8.17,0.6,0.6m,Net,10.6,9.9,8.78,Calm,0.16,3,0.41,0,0.4,3.81,1.06,0.46,Marginal,17:00,TRUE
203,Handysize_Bulk,157,30,0.799,12.1,Grain,9.09,8.54,PartLaden,6.4,4.51,1.6,1.6m,Gross,12,10.8,3.95,Rough,3.09,2.14,0.21,1.5,0.5,4.35,5.6,4,Safe,01:30,FALSE
204,Handymax_Bulk,182,30,0.839,13.7,Cement,11.62,14.62,Laden,11.62,5.58,1.69,14.6%,Gross,17,15.1,2.76,Calm,0.07,3,0.11,0,0.5,3.61,5.38,3.69,Safe,09:00,FALSE
205,LNG_Carrier,307,50,0.721,16.5,LNG,11.06,10.19,Ballast,7.19,11.06,0.63,8.8%,Dynamic,12.1,11.2,4.12,Slight,0.86,3,0.52,0.28,0.8,4.6,1.11,0.48,Marginal,11:45,FALSE
206,VLCC,348,65,0.832,12.3,Crude Oil,19.92,11.27,Ballast,8.96,14.64,0.95,10.6%,Dynamic,14.4,13.3,2.07,Rough,3.62,2.31,0.46,1.04,0.43,4.24,1.63,0.68,Adequate,16:15,FALSE
207,Neo_Panamax,363,50,0.662,24,Containers,14.89,14.13,PartLaden,11.13,8.4,1.35,12.1%,Gross,17.6,16.7,2.1,Slight,0.76,3,0.71,0.21,0.68,4.6,6.47,5.12,Safe,04:30,FALSE
208,Panamax_Tanker,230,38,0.798,14.1,Refined Products,12.35,15.35,Laden,12.35,6.42,1.09,8.9%,Net,18,16.5,1.5,Moderate,1.73,3,0.35,0.75,0.66,4.76,1.55,0.46,Marginal,18:15,FALSE
209,Suezmax,284,55,0.836,14.9,Refined Products,15.01,10.2,Ballast,7.2,15.01,0.66,9.2%,Net,14.7,13.8,4.29,Calm,0.07,3,0.41,0,0.66,4.07,4.09,3.43,Safe,00:00,TRUE
210,ULCV,381,56,0.702,21.7,Containers,16.05,19.05,Laden,16.05,9.63,0.73,0.73m,Net,20.6,20,1.25,Calm,0.26,3,0.66,0,0.51,4.17,0.89,0.16,Marginal,21:30,TRUE
211,Panamax_Container,290,32,0.65,21.4,Containers,12,11.12,PartLaden,8.12,7.46,0.88,10.9%,Dynamic,13.1,11.7,1.1,Moderate,1.32,3,0.18,0.46,0.65,4.29,1.34,0.46,Marginal,14:15,FALSE
212,VLCC,338,66,0.831,12.6,Crude Oil,22.21,12.99,Ballast,9.99,22.21,1.04,10.4%,Dynamic,16.3,15.1,2.46,Calm,0.37,3,0.49,0,0.49,3.98,2.82,1.78,Safe,19:00,TRUE
213,Aframax,236,48,0.798,12.6,Refined Products,13.57,13.02,PartLaden,10.02,11.76,1.23,12.2%,Gross,18,16.6,1.64,Moderate,1.58,3,0.39,0.67,0.72,4.78,7.98,6.75,Safe,11:15,TRUE
214,LNG_Carrier,304,53,0.742,17.1,LNG,11.2,14.2,Laden,11.2,8.35,1.24,11.1%,Gross,17.3,16.3,2.07,Slight,0.61,3,0.61,0.2,0.33,4.14,6.1,4.86,Safe,21:30,TRUE
215,Cruise_Ship,356,41,0.614,22,Passengers,8.28,11.28,Laden,8.28,7.45,1.03,1.03m,Gross,14.1,13.3,1.17,Rough,3.05,3,0.43,0.86,0.56,4.85,5.82,4.79,Safe,07:00,TRUE
216,General_Cargo,159,28,0.757,12.9,Steel,9.52,12.52,Laden,9.52,5.24,1.28,13.5%,Gross,14,12.1,1.7,Moderate,1.31,3,0.19,0.66,0.35,4.2,4.48,3.2,Safe,02:45,FALSE
217,Aframax,263,45,0.791,14.4,Refined Products,14.24,10.12,Ballast,7.12,14.24,0.61,8.6%,Dynamic,13.8,13.2,2.22,Calm,0.17,3,0.18,0,0.47,3.65,3.5,2.89,Safe,01:15,FALSE
218,Feeder_Container,198,30,0.626,18.3,Containers,8.84,11.84,Laden,8.84,6.01,0.78,8.8%,Dynamic,13.8,13.2,1.02,Slight,0.61,3,0.37,0.3,0.68,4.35,1.29,0.51,Adequate,18:00,FALSE
219,Aframax,268,44,0.781,13.3,Crude Oil,12.63,9.32,Ballast,6.32,11.03,0.57,9.1%,Dynamic,13.3,11.5,1.78,Rough,3.31,3,0.32,1.24,0.6,5.16,2.42,1.85,Safe,04:15,TRUE
220,Panamax_Bulk,241,34,0.828,13.9,Iron Ore,12.56,8.02,Ballast,5.65,10.08,0.5,7.7%,Net,12.6,12.1,3.31,Calm,0.45,2.37,0.21,0,0.78,3.36,4.37,3.87,Safe,23:30,FALSE
221,Cruise_Ship,277,42,0.591,22.2,Passengers,7.91,10.91,Laden,7.91,5.01,0.5,6.4%,Net,14.4,13.1,0.32,Slight,0.78,3,0.62,0.28,0.56,4.46,2.59,2.09,Safe,15:45,FALSE
222,Handysize_Bulk,147,28,0.792,12,General Bulk,10.15,13.15,Laden,10.15,5.08,0.58,5.7%,Net,14.9,14.4,4.95,Slight,0.98,3,0.15,0.49,0.8,4.44,1.11,0.53,Adequate,07:30,TRUE
223,Aframax,237,44,0.813,13.1,Crude Oil,14.26,17.26,Laden,14.26,7.13,1.3,1.3m,Gross,20.7,19.4,1.86,Slight,0.69,3,0.28,0.29,0.45,4.02,6.44,5.14,Safe,23:15,FALSE
224,Capesize_Bulk,294,49,0.857,12.9,Iron Ore,16.22,19.22,Laden,16.22,9.39,2.06,12.7%,Gross,24.3,23.3,4.33,Rough,3.68,3,0.33,1.25,0.58,5.16,8.08,6.02,Safe,08:00,FALSE
225,Car_Carrier,221,36,0.56,19,Vehicles,9.11,9.83,Ballast,6.83,7.78,1.97,1.97m,Gross,14.6,12.7,0.45,Moderate,2.26,3,0.26,1.02,0.78,5.06,7.77,5.8,Safe,14:15,TRUE
226,MR_Tanker,185,30,0.781,15.2,Chemicals,10.93,11.33,PartLaden,8.33,10.23,0.74,8.9%,Dynamic,13.4,12.1,3.37,Slight,1.09,3,0.27,0.55,0.8,4.62,1.25,0.51,Adequate,13:00,FALSE
227,Panamax_Container,264,32,0.669,20.6,Containers,12.8,13.14,PartLaden,10.14,10.9,0.63,0.63m,Net,15.8,14.2,0.52,Calm,0.05,3,0.37,0,0.62,3.99,2.29,1.66,Safe,22:45,TRUE
228,VLCC,339,58,0.853,10.9,Crude Oil,21.43,12.64,Ballast,9.64,21.43,1.17,1.17m,Gross,16.4,14.8,2.14,Moderate,1.68,3,0.4,0.5,0.44,4.34,6.76,5.59,Safe,02:15,TRUE
