vessel_id,imo_number,flagState,flagStateName,vessel_name,vessel_type,loa,beam,draft,grossTonnage,cargoType,cargoVolume,cargoUnit
248,9621900,PA,Panama,EVERGREEN ASIA 8,Panamax Container,288,38,13.3,67019,Containers,4177,TEU
249,9522986,HK,Hong Kong,BALTIC PRINCESS,Aframax,257,47,13.2,66418,Fuel Oil,100879,MT
250,9221417,IT,Italy,NYK TRIUMPH,PCTC,218,34,8.8,74784,Trucks,5481,CEU
251,9597971,IN,India,BALTIC LINK,RoRo Cargo,200,30,8.5,16784,Rolling Cargo,5273,LM
252,9726715,MT,Malta,HMM GLORY,ULCV,400,58,15.9,197922,Containers,21637,TEU
253,9160307,LR,Liberia,NAVIGATOR STAR,LPG Carrier,251,38,10.5,54612,Butane,63430,CBM
254,9976152,CN,China,SAL RANGER V,Heavy Lift,161,33,9.9,28109,Project Cargo,26815,MT
255,9313655,MT,Malta,TRANS HARMONY II,General Cargo,136,23,7.6,12342,Timber,18802,MT
256,9671910,SA,Saudi Arabia,TORM SPIRIT III,Aframax,247,43,12.5,84109,Crude Oil,93154,MT
257,9891210,LR,Liberia,MAERSK EXPRESS I,Neo-Panamax Container,353,49,14.1,134911,Containers,12961,TEU
258,9316975,HK,Hong Kong,ARDMORE PROGRESS II,Panamax Tanker,243,36,11.8,37615,Gasoil,61146,MT
259,9593899,SG,Singapore,ISLAND DIAMOND,Handysize Bulk,169,30,9.2,24664,Scrap Metal,22303,MT
260,9261096,LR,Liberia,ISLAND JADE,Handysize Bulk,164,26,8.7,21366,Steel Products,26244,MT
261,9898526,HK,Hong Kong,EURO HARMONY I,General Cargo,135,24,9.2,12471,Bagged Goods,13566,MT
262,9021212,US,United States,HAFNIA SPIRIT,Panamax Tanker,238,37,13.4,40427,Clean Petroleum Products,58293,MT
263,9765754,GR,Greece,BW LEADER I,LPG Carrier,218,39,10.1,62511,LPG,65189,CBM
264,9155750,BS,Bahamas,SWIRE PROVIDER,Offshore Supply,90,23,6.8,3918,Fuel,5558,MT
265,9954043,LR,Liberia,NAVIGATOR PIONEER I,LPG Carrier,243,42,10.2,53992,LPG,71875,CBM
266,9968090,KR,South Korea,BOURBON SUPPORTER,Offshore Supply,96,20,7.4,2715,Drilling Supplies,4702,MT
267,9287259,PA,Panama,INTER HARMONY,Supramax Bulk,201,33,11.4,35969,Sugar,58021,MT
268,9517131,MH,Marshall Islands,NAVIG8 CONFIDENCE,Chemical Tanker,164,25,9.1,28255,Caustic Soda,27600,MT
269,9536555,DE,Germany,MSC TRIUMPH,ULCV,388,62,16.2,205387,Containers,22352,TEU
270,9248637,HK,Hong Kong,OCEAN DIGNITY,Capesize Bulk,291,43,18.4,112478,Iron Ore,191519,MT
271,9257959,PA,Panama,PANA TRADER,Panamax Bulk,227,34,12.9,48017,Grain,82028,MT
272,9338511,MH,Marshall Islands,HANDY PEARL III,Handysize Bulk,160,30,10.1,12600,Scrap Metal,28352,MT
273,9463952,JP,Japan,ARDMORE EMMA,MR Tanker,177,29,9.6,31571,Jet Fuel,41050,MT
274,9215479,LR,Liberia,SUNNY DIAMOND,Handysize Bulk,148,28,10.3,20490,Grain,27547,MT
275,9547901,IN,India,IRON DIGNITY,Capesize Bulk,281,48,18.2,119844,Coal,199198,MT
276,9718765,BS,Bahamas,COASTAL LINK III,Feeder Container,142,28,8.4,8722,Containers,2700,TEU
277,9467675,DK,Denmark,ODFJELL PRECISION III,Chemical Tanker,141,32,10.2,32251,Caustic Soda,19396,MT
278,9960661,JP,Japan,COSCO EXCELLENCE,ULCV,400,62,15.3,207975,Containers,21248,TEU
279,9646159,MH,Marshall Islands,SAMSUNG PIONEER,LNG Carrier,321,48,11.5,125887,LNG,146083,CBM
280,9454162,PA,Panama,HOEGH CHAMPION 3,PCTC,207,32,9.2,79337,Trucks,8141,CEU
281,9074141,FR,France,HAFNIA UNITY IV,Panamax Tanker,221,36,11.6,37960,Fuel Oil,74675,MT
282,9889561,LR,Liberia,ROYAL FANTASY,Cruise Ship,259,40,8.3,85231,Passengers,2528,PAX
283,9859722,HK,Hong Kong,HOEGH SPIRIT III,PCTC,182,34,9.7,61878,Heavy Machinery,7949,CEU
284,9455901,SG,Singapore,NYK LEADER II,PCTC,214,36,8.7,72282,Trucks,6918,CEU
285,9870199,PA,Panama,DORIAN PIONEER,LPG Carrier,226,38,10.5,43189,Propane,57778,CBM
286,9854381,HK,Hong Kong,PACIFIC CARRIER IV,Handymax Bulk,184,31,11.6,20293,Logs,43898,MT
287,9878487,DK,Denmark,DOF SERVER,Offshore Supply,73,24,7.3,2594,Deck Cargo,5689,MT
288,9486669,BS,Bahamas,TORM QUEEN,Aframax,256,47,13.4,74154,Dirty Petroleum Products,80186,MT
289,9807694,SG,Singapore,STENA VICTORIA,MR Tanker,182,31,10.7,36551,Clean Petroleum Products,36631,MT
290,9812831,MH,Marshall Islands,CAPE VICTORY,Capesize Bulk,282,45,16.6,117331,Coal,166961,MT
291,9500849,SA,Saudi Arabia,NAVIG8 INTEGRITY,Chemical Tanker,182,31,9.5,20418,Caustic Soda,36269,MT
292,9666390,MH,Marshall Islands,NORTH SEA LINK,RoRo Cargo,183,27,8,19035,Rolling Cargo,2879,LM
293,9058457,JP,Japan,ONE TRUST II,Neo-Panamax Container,349,52,14.4,154577,Containers,15179,TEU
294,9683037,MH,Marshall Islands,GLOVIS LEADER,PCTC,190,32,9.9,75554,Cars,7487,CEU
295,9863801,ID,Indonesia,COLOR SPIRIT II,Passenger Ferry,153,31,7.6,26488,Vehicles,2089,PAX
296,9304569,TW,Taiwan,SK GRACE,LNG Carrier,325,55,11.7,112968,LNG,258839,CBM
297,9395621,MH,Marshall Islands,COLOR STAR,Passenger Ferry,198,25,6.2,34905,Vehicles,2386,PAX
298,9154918,MT,Malta,MSC TRUST,Neo-Panamax Container,332,51,13.5,154595,Containers,15645,TEU
299,9102720,MH,Marshall Islands,TIDEWATER SERVER V,Offshore Supply,73,20,7.3,5609,Drilling Supplies,5152,MT
300,9455820,LR,Liberia,BALTIC LINK III,RoRo Cargo,188,25,7.1,35806,Trailers,4322,LM
301,9636728,BS,Bahamas,PANA MERCHANT,Panamax Bulk,249,36,14.2,38575,Coal,67923,MT
302,9248288,PA,Panama,X-PRESS LINK I,Feeder Container,147,27,8.3,13715,Containers,1820,TEU
303,9543276,HK,Hong Kong,SUNNY RUBY,Handysize Bulk,167,24,9.5,13876,Grain,33414,MT
304,9288666,NO,Norway,EURO TRADER II,General Cargo,141,26,8.8,8613,Steel,23584,MT
305,9110592,BS,Bahamas,ATLANTIC CARRIER,Handymax Bulk,184,33,10.4,22547,Logs,40812,MT
306,9975069,MH,Marshall Islands,SUNRISE CARRIER,Panamax Bulk,223,37,13,54425,Grain,82920,MT
307,9390557,NO,Norway,SUPRA HARMONY,Supramax Bulk,195,32,12.8,31354,Sugar,51846,MT
308,9796726,LR,Liberia,COOL CARRIER,Reefer,161,27,8.6,14051,Meat,623343,CBF
309,9027777,PA,Panama,PACIFIC SPIRIT,Handymax Bulk,175,31,11.4,25718,Steel Coils,42345,MT
310,9218164,BS,Bahamas,PACIFIC CARRIER II,Panamax Bulk,248,32,13.8,38634,Coal,80141,MT
311,9580214,LR,Liberia,AVANCE STAR V,LPG Carrier,209,42,11,57766,Ammonia,73144,CBM
312,9769619,BS,Bahamas,OCEAN VICTORY,Capesize Bulk,279,44,18.3,88319,Coal,175263,MT
313,9778384,US,United States,K LINE CHAMPION,PCTC,227,32,9.4,57748,Cars,5318,CEU
314,9255224,MH,Marshall Islands,HANDY CARRIER II,Handymax Bulk,176,32,10.2,26896,Steel Coils,47389,MT
315,9092208,PA,Panama,STAR CHAMPION IV,VLCC,346,65,19.6,248703,Crude Oil,265496,MT
316,9243225,DK,Denmark,X-PRESS LINK IV,Feeder Container,192,26,9.5,28641,Containers,1486,TEU
317,9381737,MT,Malta,SUPRA PROGRESS,Supramax Bulk,217,34,11.7,35894,Cement,50228,MT
318,9891401,PA,Panama,ULTRA FORTUNE,Supramax Bulk,212,30,12.1,35276,Cement,54602,MT
319,9666583,CY,Cyprus,GOLDEN HARVEST,Panamax Bulk,231,33,13.4,43122,Grain,69160,MT
320,9919730,NO,Norway,NYK TRIUMPH III,PCTC,230,31,8.5,55371,Cars,5973,CEU
321,9045814,PA,Panama,ARDMORE LAURA II,MR Tanker,181,31,9.6,38498,Jet Fuel,53169,MT
322,9136486,DE,Germany,ISLAND JADE III,Handysize Bulk,158,24,9.7,14045,General Bulk,31892,MT
323,9287021,HK,Hong Kong,MAERSK FUTURE,Neo-Panamax Container,366,49,14.5,144625,Containers,15813,TEU
324,9613613,CN,China,HANDY DIAMOND,Handysize Bulk,163,24,9.7,23905,Logs,30762,MT
325,9886317,PA,Panama,SAMSUNG PIONEER III,LNG Carrier,343,46,12.3,116256,LNG,260704,CBM
326,9922669,CY,Cyprus,DELTA LIGHT,Suezmax,288,50,16.2,143515,Fuel Oil,148851,MT
327,9675838,BS,Bahamas,STAR TRADER 9,Handymax Bulk,176,33,11.4,31279,Grain,39469,MT
328,9527738,BS,Bahamas,INTER UNITY I,Supramax Bulk,215,35,11.7,31569,Grain,57458,MT
329,9565271,IN,India,SUNNY JADE II,Handysize Bulk,177,29,8.7,21102,Steel Products,29978,MT
330,9382043,MY,Malaysia,IRON DIGNITY II,Capesize Bulk,300,48,18.1,81250,Coal,201660,MT
331,9637885,PA,Panama,YANG MING FUTURE,Neo-Panamax Container,357,48,13.5,105395,Containers,13003,TEU
332,9033429,HK,Hong Kong,MARAN SPIRIT,LNG Carrier,328,47,11,92681,LNG,200744,CBM
333,9055850,DK,Denmark,STAR TRADER,Handymax Bulk,180,29,11.6,30821,Fertilizer,37969,MT
334,9816484,MH,Marshall Islands,ULTRA PROGRESS III,Supramax Bulk,212,35,11.9,31705,Fertilizer,56409,MT
335,9707241,MH,Marshall Islands,MINERAL VICTORY IV,Capesize Bulk,296,44,17.1,101131,Coal,172275,MT
336,9243012,AE,UAE,DORIAN PRINCESS,LPG Carrier,241,39,10.3,40536,Propane,55917,CBM
337,9033127,JP,Japan,REGIONAL SERVICE,Feeder Container,151,27,8.8,27525,Containers,1550,TEU
338,9986023,LR,Liberia,BALTIC CARRIER V,RoRo Cargo,196,31,7.3,20347,Heavy Equipment,3306,LM
339,9050612,HK,Hong Kong,ISLAND JADE II,Handysize Bulk,155,30,9.3,13224,Scrap Metal,25795,MT
340,9859275,AE,UAE,HAFNIA PROGRESS V,Panamax Tanker,235,37,11.4,44254,Clean Petroleum Products,74098,MT
341,9679118,DE,Germany,X-PRESS SHUTTLE,Feeder Container,169,29,10.5,27448,Containers,2108,TEU
342,9214971,PA,Panama,NAVIG8 EXCELLENCE 6,Chemical Tanker,171,30,10.4,26871,Methanol,39319,MT
343,9380840,IN,India,SUNRISE CARRIER 1,Panamax Bulk,222,32,13,52478,Coal,72007,MT
344,9330225,NO,Norway,ARDMORE SOFIA,MR Tanker,180,31,9.9,23376,Clean Petroleum Products,47221,MT
345,9353464,CN,China,COSCO ACE,ULCV,395,57,16.4,187175,Containers,23829,TEU
346,9826887,MH,Marshall Islands,NORTH SEA CARRIER,RoRo Cargo,177,30,9.4,34337,Project Cargo,5388,LM
347,9746038,PA,Panama,SCORPIO PRINCESS III,Aframax,242,48,14.9,79724,Fuel Oil,100666,MT
348,9231161,MT,Malta,GOLDEN MERCHANT V,Panamax Bulk,238,38,14.2,39304,Bauxite,73899,MT
349,9588303,LR,Liberia,HANDY PEARL,Handysize Bulk,176,26,9.9,15812,Logs,25123,MT
350,9615690,NL,Netherlands,HAPAG EXPRESS III,Neo-Panamax Container,331,51,14.6,150258,Containers,15965,TEU
351,9199510,NO,Norway,BOURBON PROVIDER,Offshore Supply,87,22,6.4,5411,Water,4951,MT
352,9928216,LR,Liberia,STAR CARRIER V,Handymax Bulk,199,31,10.4,31963,Fertilizer,54731,MT
353,9349716,IN,India,TORM LAURA,MR Tanker,184,30,10.7,35049,Naphtha,50403,MT
354,9784935,SG,Singapore,DFDS EXPLORER,Passenger Ferry,154,32,6.2,37342,Vehicles,1590,PAX
355,9668164,KR,South Korea,MSC TRIUMPH II,ULCV,391,57,15.2,234220,Containers,21107,TEU
356,9829063,NL,Netherlands,GLOBAL TRADER,General Cargo,162,25,8.6,10768,General Cargo,17041,MT
357,9796774,PA,Panama,MOL LEADER III,PCTC,185,30,9.9,65177,Trucks,7223,CEU
358,9716450,LR,Liberia,PACIFIC MERCHANT V,Panamax Bulk,228,34,13.7,44449,Grain,66846,MT
359,9641055,MH,Marshall Islands,TORM SOFIA,MR Tanker,189,34,9.8,28194,Gasoline,43334,MT
360,9409018,LR,Liberia,MARAN PRIDE,Suezmax,294,53,15.7,152662,Crude Oil,155032,MT
361,9146488,MH,Marshall Islands,CMA CGM OSCAR,ULCV,382,59,16.2,233225,Containers,20150,TEU
362,9953832,ID,Indonesia,MOL HIGHWAY,PCTC,204,34,9.1,63075,Vehicles,7104,CEU
363,9393950,TW,Taiwan,SUNNY JADE I,Handysize Bulk,175,29,9.9,15124,Grain,36534,MT
364,9061297,PA,Panama,DOF PROVIDER III,Offshore Supply,78,20,7,4068,Deck Cargo,4768,MT
365,9367622,BS,Bahamas,GLOBAL HARMONY,General Cargo,121,21,7.7,17282,Timber,23783,MT
366,9759945,MH,Marshall Islands,ATLANTIC MERCHANT IV,Handymax Bulk,190,34,11.2,26581,Logs,42240,MT
367,9040786,SG,Singapore,TRANS MERCHANT 6,General Cargo,162,22,8,18545,General Cargo,21185,MT
368,9002364,GR,Greece,COASTAL JADE V,Handysize Bulk,174,30,9,21843,Steel Products,35645,MT
369,9880135,MT,Malta,HMM EXCELLENCE,ULCV,384,57,15.3,190597,Containers,20938,TEU
370,9557113,LR,Liberia,COASTAL PEARL IV,Handysize Bulk,172,29,9.1,13077,General Bulk,34904,MT
371,9719063,CY,Cyprus,SCORPIO PRINCESS,Aframax,244,43,13.3,67493,Dirty Petroleum Products,81605,MT
372,9826254,HK,Hong Kong,HANDY CARRIER,Handymax Bulk,179,29,11.2,31559,Steel Coils,54247,MT
373,9671666,JP,Japan,SK STAR,LNG Carrier,309,46,11.2,110866,LNG,163518,CBM
374,9339680,NO,Norway,POLAR TRADER,Reefer,164,23,9.8,9281,Fish,419899,CBF
375,9524215,SG,Singapore,SWIRE SUPPLIER,Offshore Supply,70,22,7.5,2796,Drilling Supplies,4338,MT
376,9746452,NO,Norway,MAERSK HARMONY II,Neo-Panamax Container,360,49,14.5,125615,Containers,14303,TEU
377,9524898,JP,Japan,EVERGREEN PACIFIC,Panamax Container,281,36,13.2,66078,Containers,4851,TEU
378,9707557,GR,Greece,SWIRE SUPPLIER V,Offshore Supply,80,24,6.2,4773,Drilling Supplies,4614,MT
379,9248465,PA,Panama,ASIA TRADER 2,General Cargo,136,21,9.6,6826,Bagged Goods,8993,MT
380,9767495,PA,Panama,ASIA HARMONY IV,General Cargo,142,25,9.5,16053,Steel,9364,MT
381,9211169,PA,Panama,OCEAN GLORY,Capesize Bulk,299,49,16,103048,Iron Ore,158138,MT
382,9333376,NO,Norway,BW STAR,LPG Carrier,231,38,10.9,57698,Ammonia,78880,CBM
383,9610932,MH,Marshall Islands,ATLANTIC TRADER,Handymax Bulk,185,33,11.5,33956,Grain,53588,MT
384,9336140,DK,Denmark,DISNEY HORIZON,Cruise Ship,319,32,9.4,199942,Passengers,3336,PAX
385,9725423,PA,Panama,SUEZ MAX,Suezmax,287,48,15.4,114342,Crude Oil,126323,MT
386,9794200,LR,Liberia,MINERAL PROSPERITY,Capesize Bulk,284,46,17.7,93459,Iron Ore,174002,MT
387,9684802,MY,Malaysia,ATLANTIC VOYAGER,VLCC,344,60,20.9,311846,Crude Oil,257825,MT
388,9542661,DK,Denmark,HAPPY GIANT V,Heavy Lift,153,33,8,21512,Heavy Lift,19248,MT
389,9247254,LR,Liberia,FRESH EXPRESS V,Reefer,167,28,10.3,13805,Meat,639446,CBF
390,9680378,CY,Cyprus,JUMBO RANGER,Heavy Lift,148,33,8.8,27766,Offshore Equipment,31553,MT
391,9591566,LR,Liberia,FEEDER EXPRESS I,Feeder Container,133,24,9.6,17665,Containers,2355,TEU
392,9709137,LR,Liberia,EAGLE PIONEER,VLCC,347,66,20.2,182697,Crude Oil,273653,MT
393,9574960,NL,Netherlands,NORTH SEA HIGHWAY,RoRo Cargo,172,30,8.9,23980,Project Cargo,4874,LM
394,9621070,NO,Norway,MSC HARMONY,Neo-Panamax Container,358,49,15.1,149847,Containers,12853,TEU
395,9487093,CN,China,REGIONAL SERVICE 8,Feeder Container,130,22,8.7,17356,Containers,1834,TEU
396,9368886,PA,Panama,SUNRISE HARVEST,Panamax Bulk,238,36,12.9,38524,Iron Ore,66476,MT
397,9363227,BS,Bahamas,COASTAL JADE IV,Handysize Bulk,172,26,10.4,18676,Grain,26915,MT
398,9057884,ID,Indonesia,DOLE CARRIER,Reefer,175,22,8.4,12336,Meat,496480,CBF
399,9696491,MY,Malaysia,STAR DIGNITY 7,Capesize Bulk,274,48,16.4,118703,Coal,208170,MT
400,9094403,HK,Hong Kong,REGIONAL LINK I,Feeder Container,188,30,8.6,20037,Containers,734,TEU
401,9250215,PA,Panama,HYUNDAI HORIZON,LNG Carrier,338,53,11.2,104736,LNG,231006,CBM
402,9866484,MH,Marshall Islands,NAVIGATOR STAR II,LPG Carrier,250,33,10.7,45175,Ammonia,70781,CBM
403,9246281,BS,Bahamas,FEEDER SHUTTLE V,Feeder Container,198,25,9,8328,Containers,2825,TEU
404,9359635,MH,Marshall Islands,NORDIC GLORY,Suezmax,300,54,16.8,119216,Fuel Oil,162549,MT
405,9325705,LR,Liberia,COASTAL JADE 7,Handysize Bulk,155,26,9.2,19814,Logs,30963,MT
406,9545546,IN,India,ODFJELL INTEGRITY II,Chemical Tanker,155,31,9.1,21636,Caustic Soda,43381,MT
407,9030835,LR,Liberia,NAVIG8 PRECISION IV,Chemical Tanker,149,26,8.5,25530,Chemicals,33848,MT
408,9534804,BS,Bahamas,PACIFIC SPIRIT III,Handymax Bulk,192,34,11.7,32102,Grain,39986,MT
409,9105014,MH,Marshall Islands,GOLDEN TRADER I,Panamax Bulk,239,38,14.4,35558,Grain,81983,MT
410,9641769,DK,Denmark,EVER EXCELLENCE,ULCV,382,56,15.1,184193,Containers,22521,TEU
411,9797045,PA,Panama,MSC EXPRESS IV,Neo-Panamax Container,352,52,13.7,105508,Containers,12108,TEU
412,9393963,PA,Panama,CAPE FORTUNE IV,Capesize Bulk,293,44,18.1,97695,Coal,174677,MT
413,9458599,DE,Germany,MSC EXPRESS,Neo-Panamax Container,356,51,14.7,110430,Containers,14822,TEU
414,9820926,AE,UAE,SWIRE SUPPORTER,Offshore Supply,75,18,6.1,4255,Water,4405,MT
415,9124065,SG,Singapore,EVER TRIUMPH,ULCV,381,60,14.7,200074,Containers,22599,TEU
416,9778646,US,United States,HANSA GIANT,Heavy Lift,144,33,8.2,27207,Offshore Equipment,31758,MT
417,9754156,CN,China,INTER HARMONY 6,Supramax Bulk,219,30,12.7,35661,Grain,55108,MT
418,9503198,PA,Panama,ROYAL HORIZON,Cruise Ship,312,36,8.6,124156,Passengers,5473,PAX
419,9060889,JP,Japan,OCEAN FORTUNE IV,Capesize Bulk,299,48,17,116306,Iron Ore,194689,MT
420,9244001,DE,Germany,YANG MING FUTURE 5,Neo-Panamax Container,351,49,14.7,132506,Containers,14518,TEU
421,9486851,PA,Panama,REGIONAL SHUTTLE 1,Feeder Container,180,23,10.8,25430,Containers,2756,TEU
422,9969153,BS,Bahamas,ARDMORE PERFORMANCE,Panamax Tanker,221,32,13,35071,Gasoil,58894,MT
423,9972971,JP,Japan,HAPAG EXPRESS II,Neo-Panamax Container,344,52,15.1,129056,Containers,14009,TEU
424,9178806,HK,Hong Kong,TRANS UNITY I,Supramax Bulk,203,32,12.6,39305,Sugar,56893,MT
425,9568683,SG,Singapore,SCORPIO LAURA I,MR Tanker,183,30,10.7,33503,Jet Fuel,39179,MT
426,9475190,GR,Greece,DOF PROVIDER,Offshore Supply,98,21,6.1,5567,Drilling Supplies,4863,MT
427,9084164,MT,Malta,BALTIC PRINCESS 9,Aframax,258,46,14.6,83030,Fuel Oil,103406,MT
428,9987272,HK,Hong Kong,X-PRESS SERVICE 8,Feeder Container,144,26,10.9,24709,Containers,2169,TEU
429,9094393,US,United States,HYUNDAI PIONEER,LNG Carrier,294,50,12.5,90470,LNG,152229,CBM
430,9758198,SG,Singapore,ODFJELL INTEGRITY,Chemical Tanker,169,32,11.6,12844,Methanol,29346,MT
431,9122369,CY,Cyprus,NORDIC CONFIDENCE,Chemical Tanker,171,27,9.8,19200,Chemicals,28941,MT
432,9842902,PH,Philippines,STOLT CONFIDENCE,Chemical Tanker,181,32,10.2,29972,Methanol,33112,MT
433,9684402,SG,Singapore,SUNRISE MERCHANT,Panamax Bulk,234,37,13.5,37143,Grain,68172,MT
434,9777413,MH,Marshall Islands,SCORPIO ANNE,MR Tanker,174,28,11,31197,Jet Fuel,41447,MT
435,9655631,MH,Marshall Islands,FEEDER SERVICE I,Feeder Container,184,24,9.2,27924,Containers,2409,TEU
436,9790375,DK,Denmark,SCORPIO PROGRESS III,Panamax Tanker,224,37,11.6,46799,Clean Petroleum Products,66772,MT
437,9314100,BS,Bahamas,IRON VICTORY IV,Capesize Bulk,287,45,16.2,117090,Iron Ore,209361,MT
438,9528977,KR,South Korea,COASTAL SERVICE V,Feeder Container,162,27,10.8,28024,Containers,761,TEU
439,9503985,CY,Cyprus,TIDEWATER PROVIDER,Offshore Supply,99,19,5.6,4463,Deck Cargo,3932,MT
440,9562370,CN,China,STENA LAURA,MR Tanker,175,28,11.3,34737,Jet Fuel,49523,MT
441,9731397,BS,Bahamas,HAPAG FUTURE III,Neo-Panamax Container,355,50,13.8,143643,Containers,13767,TEU
442,9307957,PA,Panama,SWIRE PROVIDER I,Offshore Supply,97,21,6.2,3061,Deck Cargo,5798,MT
443,9193135,GR,Greece,STAR DIGNITY,Capesize Bulk,286,49,16.2,94010,Iron Ore,175439,MT
444,9131220,BS,Bahamas,ONE EXPRESS,Neo-Panamax Container,332,49,14.3,128721,Containers,15840,TEU
445,9116419,SG,Singapore,MAERSK TRUST,Neo-Panamax Container,349,51,14.6,138394,Containers,12385,TEU
446,9367799,SG,Singapore,DFDS STAR II,Passenger Ferry,168,26,7.4,42782,Vehicles,1996,PAX
447,9921787,IN,India,EVERGREEN ATLANTIC,Panamax Container,289,38,12.4,68057,Containers,4907,TEU
448,9801179,PA,Panama,ONE EAGLE,Neo-Panamax Container,361,52,14.1,134626,Containers,14383,TEU
449,9738303,IN,India,STAR MERCHANT,Handymax Bulk,173,34,11.1,29549,Steel Coils,52455,MT
450,9979419,PA,Panama,HANDY PEARL 3,Handysize Bulk,171,28,9.6,21330,General Bulk,26665,MT
451,9677380,HK,Hong Kong,FRONT CHAMPION 8,VLCC,349,56,22.4,200303,Crude Oil,317601,MT
452,9811649,KR,South Korea,PIL PACIFIC,Panamax Container,283,35,12.2,57823,Containers,4388,TEU
453,9508401,MH,Marshall Islands,TORM SOFIA II,MR Tanker,180,28,10.4,34705,Naphtha,41772,MT
454,9547074,AE,UAE,X-PRESS EXPRESS III,Feeder Container,143,29,10.5,25477,Containers,1448,TEU
455,9216533,HK,Hong Kong,STENA ADVENTURER V,Passenger Ferry,189,25,6.6,41648,Passengers,2012,PAX
456,9339614,IT,Italy,GLOBAL MERCHANT IV,General Cargo,123,21,9,8527,Timber,15985,MT
457,9757885,FR,France,DOLE STAR,Reefer,180,25,10.4,17154,Refrigerated Cargo,562338,CBF
458,9684004,MY,Malaysia,COOL TRADER,Reefer,144,22,8.6,15264,Fruits,625479,CBF
459,9428213,DE,Germany,NYK CHAMPION,PCTC,211,30,9.5,49154,Vehicles,5050,CEU
460,9368559,JP,Japan,COASTAL DIAMOND III,Handysize Bulk,177,27,8.6,16641,Logs,32208,MT
461,9823565,LR,Liberia,GASLOG HORIZON,LNG Carrier,323,51,11.7,164509,LNG,210699,CBM
462,9508637,JP,Japan,NORTH SEA CARRIER 6,RoRo Cargo,164,29,7.9,22555,Trailers,4092,LM
463,9596404,MH,Marshall Islands,HMM ACE II,ULCV,389,62,15.6,234914,Containers,23854,TEU
464,9714210,MH,Marshall Islands,NAVIG8 EXCELLENCE I,Chemical Tanker,183,29,10.3,25520,Methanol,20138,MT
465,9112689,BS,Bahamas,MARAN MAX,Suezmax,299,55,16,81607,Fuel Oil,150715,MT
466,9338150,MT,Malta,NORDIC EXCELLENCE V,Chemical Tanker,174,23,10.3,17796,Caustic Soda,40808,MT
467,9829270,MH,Marshall Islands,NORDIC CONFIDENCE 2,Chemical Tanker,146,31,10.7,32723,Caustic Soda,20391,MT
468,9808731,BS,Bahamas,NORDIC EXCELLENCE,Chemical Tanker,158,30,10.6,31192,Chemicals,44216,MT
469,9148446,PA,Panama,AVANCE PIONEER II,LPG Carrier,200,41,11.5,64803,Butane,79170,CBM
470,9163182,SG,Singapore,GLOVIS SPIRIT,PCTC,198,35,8,60618,Cars,5141,CEU
471,9319389,MH,Marshall Islands,EURO HARMONY 8,General Cargo,165,23,8,15657,Steel,11020,MT
472,9673833,MH,Marshall Islands,CELEBRITY FANTASY,Cruise Ship,352,36,8.4,127382,Passengers,2403,PAX
473,9761122,DK,Denmark,EVER GLORY,ULCV,396,56,15.2,194024,Containers,21801,TEU
474,9845540,SG,Singapore,OCEAN PROSPERITY I,Capesize Bulk,286,44,18.5,94546,Iron Ore,151084,MT
475,9815233,JP,Japan,DFDS STAR,Passenger Ferry,167,26,7.3,57559,Vehicles,2598,PAX
476,9421971,CN,China,TRANS FORTUNE V,Supramax Bulk,193,30,11.2,34677,Sugar,56005,MT
477,9752953,DE,Germany,IRON PROSPERITY,Capesize Bulk,271,50,17,118149,Iron Ore,164774,MT
478,9756826,MT,Malta,HAFNIA STAR II,Aframax,236,44,13.4,72804,Fuel Oil,96825,MT
479,9516340,NO,Norway,OCEAN PIONEER,VLCC,349,62,21.9,223639,Crude Oil,250653,MT
480,9396326,MT,Malta,TORM SOFIA III,MR Tanker,185,31,10.5,29271,Naphtha,44077,MT
481,9965649,CY,Cyprus,SCORPIO VICTORIA,MR Tanker,185,30,11.2,23075,Clean Petroleum Products,52932,MT
482,9737806,CY,Cyprus,TALLINK SPIRIT,Passenger Ferry,154,30,6.2,42312,Passengers,2231,PAX
483,9485573,BS,Bahamas,BOURBON SERVER,Offshore Supply,82,18,6.4,5751,Water,3705,MT
484,9528166,MT,Malta,MSC OSCAR,ULCV,398,58,15.4,191498,Containers,23446,TEU
485,9114594,CN,China,NAVIG8 PRECISION,Chemical Tanker,173,29,8.6,25046,Phosphoric Acid,25535,MT
486,9044774,KR,South Korea,X-PRESS LINK II,Feeder Container,136,30,10.4,28719,Containers,1729,TEU
487,9619468,LR,Liberia,MINERAL VICTORY,Capesize Bulk,287,44,17.8,93981,Coal,154292,MT
488,9792873,HK,Hong Kong,REGIONAL EXPRESS,Feeder Container,163,25,8.2,26414,Containers,1368,TEU
489,9295954,LR,Liberia,FEEDER SERVICE IV,Feeder Container,162,25,10.3,24452,Containers,2438,TEU
490,9358046,BS,Bahamas,TRANS PROGRESS IV,General Cargo,152,24,9.9,13313,General Cargo,16971,MT
491,9279598,MH,Marshall Islands,WAN HAI EUROPE,Panamax Container,277,38,13.4,53696,Containers,4167,TEU
492,9793571,MH,Marshall Islands,DELTA GLORY,Suezmax,299,48,15.7,136183,Fuel Oil,157501,MT
493,9233710,PA,Panama,MOL SPIRIT IV,PCTC,196,34,10.3,49630,Cars,4184,CEU
494,9403288,DK,Denmark,NORWEGIAN SYMPHONY II,Cruise Ship,318,37,7.7,152703,Passengers,3116,PAX
